"a0.est","a1.est","a2.est","a3.est","c0.est","c1.est","c2.est","c3.est","b0.est","hr.l1.age.est","hr.l2.age.est","hr.l1.gen.est","hr.l2.gen.est","hr.l1.donor.est","hr.l2.donor.est"
-3.26250179702983,0.265424689869823,-0.00278042468879618,-0.551412799620267,-4.11710084218974,1.40578746717065,-0.0797668338941072,-0.72605388644567,3.17672887325154,1.30398464727081,4.07873734873747,0.997223437111951,0.923331610925631,0.576135271433111,0.483814414726367
-3.22506614345597,0.331257919984875,-0.0506765302962608,-0.693796207358131,-4.00805525293902,1.28742598512633,-0.0828656828168204,-0.769942931342087,3.75704991171114,1.39271895604053,3.62344773341548,0.950586106612902,0.920474774496203,0.499675591887074,0.463039492599625
-3.27666735934927,0.383898517885955,-0.0924884401024238,-0.521477187691612,-4.08697696085796,1.40750462302873,-0.175326942376263,-0.608352996471663,2.91949454110602,1.46799645873852,4.08574719324474,0.911659749596879,0.839182611556511,0.593642977861782,0.544246507230131
-3.32393096329533,0.325455689615365,0.0437189544282348,-0.482457882896238,-4.16810237995834,1.37638726594849,-0.0225990734597856,-0.563737367456055,3.66812292315783,1.38466147809438,3.96056727372848,1.04468870849097,0.977654372793883,0.617264362254051,0.569078230017765
-3.31400145609433,0.255233700573955,0.157985806485965,-0.448656553465033,-4.12751197806362,1.31547801123877,0.060163582288791,-0.537276250461402,3.21768237764158,1.290763237737,3.7265318836946,1.17114957186182,1.06201025840567,0.638485346621567,0.584337676271179
-3.28511266123913,0.364982849417348,-0.0019551047228071,-0.551189124370062,-4.09758864012183,1.40338144382975,-0.0546059306112816,-0.629297952934847,3.63565418803651,1.44048930270652,4.06893560781221,0.998046805249497,0.946858202276986,0.576264153047377,0.53296583679772
-3.4421895973117,0.466568942057069,-0.0111386713012194,-0.412775636180438,-4.11828216823785,1.35120859328133,-0.158341752842434,-0.599886619824149,3.02694933909778,1.59451392736313,3.86209040767827,0.988923134008768,0.853558026235497,0.661810752559879,0.548873863981473
-3.33608797438313,0.350638271397838,-0.0235767541522467,-0.388123781921686,-4.10611511578433,1.37856976088307,-0.118207142307842,-0.620402048991692,1.95054655336666,1.41997358793987,3.9692206312611,0.976699006087593,0.888511985128049,0.67832837327765,0.537728201047709
-3.29646945280075,0.284353673693433,-0.0221561998091366,-0.59056756835154,-4.03359506482996,1.31413362055109,-0.122522955015484,-0.623514059515249,2.65201760609087,1.32890284562726,3.72152533506558,0.978087446046323,0.884685596738825,0.554012755378194,0.536057386372094
-3.24315900839849,0.211660077631168,-0.041959967990936,-0.490205710211924,-4.09872909742649,1.34750982603752,-0.0662154647381886,-0.625016313088342,3.7054816281566,1.23572776216981,3.84783182004,0.958908166824566,0.935929182828436,0.61250038364031,0.535252696823241
